x_,y_,t_,id
593885.337218547,4739438.41953747,2011/02/18 05:10:52+00,1072
593917.711655336,4739417.7577879,2011/02/18 05:20:12+00,1072
593909.454678367,4739435.51596048,2011/02/18 05:30:52+00,1072
593881.93316995,4739464.97367752,2011/02/18 05:40:41+00,1072
593897.804031044,4739440.63294705,2011/02/18 05:50:44+00,1072
593910.877380082,4739427.73845064,2011/02/18 06:00:52+00,1072
593903.727778618,4739433.24993989,2011/02/18 06:10:52+00,1072
593914.409421789,4739426.02060075,2011/02/18 06:20:22+00,1072
593926.170129178,4739439.24226937,2011/02/18 06:30:15+00,1072
593942.386600451,4739456.77853153,2011/02/18 06:40:12+00,1072
593905.990886081,4739434.02491208,2011/02/18 06:50:16+00,1072
593902.960084903,4739436.17164693,2011/02/18 07:00:40+00,1072
593909.216115942,4739431.41434633,2011/02/18 07:10:20+00,1072
593928.673160702,4739433.21212279,2011/02/18 07:20:21+00,1072
593923.071707781,4739424.13940037,2011/02/18 07:30:16+00,1072
593907.591987298,4739427.56041974,2011/02/18 07:40:10+00,1072
593803.439243489,4739581.86925158,2011/02/18 07:50:22+00,1072
593783.185684005,4739571.9197877,2011/02/18 08:00:46+00,1072
593784.637962112,4739579.99188394,2011/02/18 08:10:24+00,1072
593557.364243333,4739633.81442086,2011/02/18 08:20:37+00,1072
593304.589281959,4739568.36909849,2011/02/18 08:31:20+00,1072
593113.667628708,4739577.13879245,2011/02/18 08:40:28+00,1072
592760.205022666,4739657.31734837,2011/02/18 08:50:58+00,1072
592632.544957518,4739501.24097534,2011/02/18 09:00:45+00,1072
592580.877803129,4739492.37248354,2011/02/18 09:10:37+00,1072
592597.869955476,4739534.59481453,2011/02/18 09:20:21+00,1072
592597.30838529,4739542.30637241,2011/02/18 09:30:17+00,1072
592646.319143769,4739535.81216284,2011/02/18 09:40:29+00,1072
592775.447936755,4739587.53959431,2011/02/18 09:50:51+00,1072
592771.333031434,4739593.7039317,2011/02/18 10:00:22+00,1072
592755.017862426,4739604.59102889,2011/02/18 10:10:44+00,1072
592796.101993375,4739566.61501902,2011/02/18 10:20:24+00,1072
592779.973555284,4739603.72732413,2011/02/18 10:30:14+00,1072
592753.718090338,4739608.19430198,2011/02/18 10:40:24+00,1072
592825.997054612,4739528.13316707,2011/02/18 10:50:48+00,1072
592774.26834048,4739581.60388711,2011/02/18 11:00:40+00,1072
592773.458707402,4739591.93326299,2011/02/18 11:10:52+00,1072
592759.585642504,4739593.33483345,2011/02/18 11:20:15+00,1072
592780.450456641,4739642.42923974,2011/02/18 11:30:20+00,1072
592780.253939813,4739597.47806536,2011/02/18 11:40:22+00,1072
592765.687837821,4739591.42885533,2011/02/18 11:50:35+00,1072
592754.851205142,4739615.76205451,2011/02/18 12:00:38+00,1072
592768.782403004,4739644.071491,2011/02/18 12:10:52+00,1072
592745.10035931,4739615.31988299,2011/02/18 12:20:33+00,1072
592745.40657161,4739593.16628047,2011/02/18 12:30:44+00,1072
592741.086370253,4739601.82686437,2011/02/18 12:40:30+00,1072
592745.81589495,4739633.86647128,2011/02/18 12:50:54+00,1072
592756.492887431,4739637.19772249,2011/02/18 13:00:52+00,1072
592735.773473861,4739631.99874123,2011/02/18 13:10:52+00,1072
592753.24099509,4739637.57602146,2011/02/18 13:20:19+00,1072
592742.397687962,4739638.09653784,2011/02/18 13:30:15+00,1072
592772.546519472,4739629.93897862,2011/02/18 13:40:45+00,1072
592772.000878341,4739619.43587128,2011/02/18 13:50:38+00,1072
592769.260988513,4739624.30813113,2011/02/18 14:00:18+00,1072
592748.065672076,4739680.01146073,2011/02/18 14:10:32+00,1072
592773.395060153,4739609.42534689,2011/02/18 14:20:21+00,1072
592761.866761316,4739632.28315281,2011/02/18 14:30:18+00,1072
592770.460671565,4739614.77257396,2011/02/18 14:40:48+00,1072
592765.080976769,4739632.88173419,2011/02/18 14:50:17+00,1072
592759.133803287,4739615.97516889,2011/02/18 15:00:21+00,1072
592764.698678563,4739616.31660635,2011/02/18 15:10:20+00,1072
592768.624457471,4739614.4813056,2011/02/18 15:20:12+00,1072
592770.807932806,4739684.38249465,2011/02/18 15:30:53+00,1072
592757.939542561,4739620.24625863,2011/02/18 15:40:17+00,1072
592760.194906538,4739626.46299701,2011/02/18 15:50:53+00,1072
592762.574836063,4739630.71553911,2011/02/18 16:00:21+00,1072
592751.747687592,4739622.7396879,2011/02/18 16:10:46+00,1072
592760.279818568,4739612.85851954,2011/02/18 16:20:52+00,1072
592784.207035624,4739634.32753162,2011/02/18 16:30:53+00,1072
592798.680653085,4739624.75961675,2011/02/18 16:40:53+00,1072
592768.122975304,4739566.66052217,2011/02/18 16:51:00+00,1072
592738.990872355,4739666.40592916,2011/02/18 17:00:54+00,1072
592747.854331519,4739649.52092136,2011/02/18 17:10:41+00,1072
592771.446787791,4739615.0301898,2011/02/18 17:20:52+00,1072
592722.118559098,4739612.32294137,2011/02/18 17:30:15+00,1072
592722.65192221,4739615.83980902,2011/02/18 17:40:46+00,1072
592724.291298391,4739611.30814159,2011/02/18 17:50:20+00,1072
592705.307676733,4739605.9548957,2011/02/18 18:00:46+00,1072
592773.834125664,4739598.06917411,2011/02/18 18:11:03+00,1072
592762.161950207,4739683.88852469,2011/02/18 18:20:53+00,1072
592714.925989706,4739607.73912987,2011/02/18 18:30:37+00,1072
592736.874168766,4739635.29000283,2011/02/18 18:40:22+00,1072
592725.569608701,4739622.67630774,2011/02/18 18:50:37+00,1072
592710.33113837,4739642.90755541,2011/02/18 19:10:56+00,1072
592727.903642512,4739621.83027802,2011/02/18 19:20:40+00,1072
592621.897474859,4739545.00239113,2011/02/18 19:30:23+00,1072
592720.232246491,4739684.46843479,2011/02/18 19:40:53+00,1072
592718.982216246,4739631.47300995,2011/02/18 19:50:18+00,1072
592714.562254392,4739616.54179277,2011/02/18 20:00:17+00,1072
592737.859564643,4739611.89048749,2011/02/18 22:30:34+00,1072
592701.435799001,4739611.6893825,2011/02/18 22:40:42+00,1072
592733.55591931,4739671.60846641,2011/02/18 22:50:56+00,1072
592705.279642053,4739647.57104676,2011/02/18 23:00:40+00,1072
592596.901447637,4739532.41601541,2011/02/18 23:10:49+00,1072
592600.532015373,4739519.07019644,2011/02/18 23:20:09+00,1072
592599.78899714,4739511.06345068,2011/02/18 23:30:37+00,1072
592688.338258486,4739573.66189868,2011/02/18 23:40:59+00,1072
592686.569708853,4739519.67103634,2011/02/18 23:51:17+00,1072
592676.472770697,4739584.50904545,2011/02/19 00:00:53+00,1072
592670.269608025,4739562.29015841,2011/02/19 00:11:10+00,1072
592677.099977502,4739574.35491612,2011/02/19 00:20:51+00,1072
592676.984236584,4739581.13950741,2011/02/19 00:30:43+00,1072
592683.794039192,4739572.22358319,2011/02/19 00:40:52+00,1072
592680.238023343,4739581.83853988,2011/02/19 00:50:52+00,1072
592705.616590418,4739563.52063422,2011/02/19 01:00:46+00,1072
592686.172162913,4739575.39872981,2011/02/19 01:10:34+00,1072
592668.287669999,4739564.92910703,2011/02/19 01:20:52+00,1072
592700.298479985,4739565.50384844,2011/02/19 01:30:52+00,1072
592665.239875961,4739579.32675028,2011/02/19 01:40:38+00,1072
592704.550988377,4739569.78154811,2011/02/19 01:50:53+00,1072
592680.084608859,4739621.84253884,2011/02/19 02:01:19+00,1072
592694.594808322,4739432.53640931,2011/02/19 02:11:23+00,1072
592694.204559993,4739518.74076902,2011/02/19 02:20:56+00,1072
592651.828636548,4739409.43732596,2011/02/19 02:30:54+00,1072
592666.531059111,4739604.95597985,2011/02/19 02:40:53+00,1072
592664.409911688,4739535.8109524,2011/02/19 02:50:33+00,1072
592709.196831789,4739527.17236964,2011/02/19 03:00:31+00,1072
592688.126856337,4739499.35574406,2011/02/19 03:10:54+00,1072
592847.969539751,4739371.68118633,2011/02/19 03:20:32+00,1072
592812.736118032,4739330.9563755,2011/02/19 03:30:32+00,1072
592970.012923637,4739255.12903586,2011/02/19 03:40:48+00,1072
593286.859831171,4739038.74192264,2011/02/19 03:50:52+00,1072
593271.895672634,4739171.49711157,2011/02/19 04:00:11+00,1072
593282.421473574,4739161.25479558,2011/02/19 04:10:46+00,1072
593302.724355923,4739133.85174454,2011/02/19 04:20:23+00,1072
593291.517175524,4739149.71588083,2011/02/19 04:30:07+00,1072
593285.914377175,4739160.61344029,2011/02/19 04:40:15+00,1072
593278.139300048,4739154.94382217,2011/02/19 04:50:16+00,1072
593295.359890355,4739150.42316727,2011/02/19 05:00:52+00,1072
593294.028559155,4739145.45158958,2011/02/19 05:10:17+00,1072
593327.943353287,4739058.0792091,2011/02/19 05:20:12+00,1072
593534.460217929,4738819.03019999,2011/02/19 05:30:28+00,1072
593425.519770741,4738723.01361644,2011/02/19 05:40:46+00,1072
593385.318604244,4738588.85620551,2011/02/19 06:50:44+00,1072
593312.435923893,4738631.34101859,2011/02/19 07:00:47+00,1072
593185.806579409,4738611.48050251,2011/02/19 07:20:46+00,1072
593173.784243235,4738601.06663922,2011/02/19 07:30:12+00,1072
593040.464176975,4738362.25135494,2011/02/19 07:40:47+00,1072
592844.041881082,4738234.5883116,2011/02/19 07:50:53+00,1072
592821.808625354,4738201.15804681,2011/02/19 08:00:46+00,1072
592827.829471607,4738232.73741468,2011/02/19 08:10:18+00,1072
592773.74224021,4738243.14957808,2011/02/19 08:21:04+00,1072
592831.322323581,4738277.71065242,2011/02/19 08:30:43+00,1072
592780.4241702,4738222.55896562,2011/02/19 08:40:09+00,1072
592790.998763063,4738262.24074027,2011/02/19 08:50:16+00,1072
592817.201062725,4738208.61521068,2011/02/19 09:00:34+00,1072
592810.590875376,4738226.29682538,2011/02/19 09:11:06+00,1072
592814.843986345,4738224.51036299,2011/02/19 09:20:53+00,1072
592822.465561348,4738219.20401598,2011/02/19 09:30:34+00,1072
592517.394592072,4738190.93705514,2011/02/19 09:40:53+00,1072
592427.280101817,4738217.41756565,2011/02/19 10:01:14+00,1072
592420.99181492,4738154.99202747,2011/02/19 10:11:03+00,1072
592714.403666761,4737995.54079778,2011/02/19 10:20:46+00,1072
592922.55220858,4737869.77176155,2011/02/19 10:31:38+00,1072
593135.329102797,4737637.47004394,2011/02/19 10:40:55+00,1072
593127.922911894,4737642.51241521,2011/02/19 10:50:51+00,1072
593138.952408415,4737635.70858668,2011/02/19 11:01:05+00,1072
593125.772620084,4737669.08371712,2011/02/19 11:10:52+00,1072
593118.873235791,4737638.40297566,2011/02/19 11:20:15+00,1072
593128.095209443,4737643.08117837,2011/02/19 11:30:11+00,1072
593133.518576454,4737649.17418009,2011/02/19 11:40:35+00,1072
593134.653007608,4737637.86075379,2011/02/19 11:50:34+00,1072
593116.559822673,4737649.78934196,2011/02/19 12:00:40+00,1072
593174.610750105,4737692.14524426,2011/02/19 12:11:02+00,1072
593137.786519457,4737646.32187126,2011/02/19 12:20:14+00,1072
593146.325342727,4737653.12334472,2011/02/19 12:30:21+00,1072
593137.841822049,4737651.92034962,2011/02/19 12:40:39+00,1072
593134.534533237,4737649.66548091,2011/02/19 12:50:40+00,1072
593143.047798138,4737658.96559275,2011/02/19 13:00:40+00,1072
593138.733771998,4737654.93117738,2011/02/19 13:10:23+00,1072
593138.474554016,4737652.31762398,2011/02/19 13:20:15+00,1072
593125.208271374,4737655.13730273,2011/02/19 13:30:11+00,1072
593132.103271567,4737654.63063096,2011/02/19 13:40:34+00,1072
593116.255335522,4737660.2254448,2011/02/19 13:50:52+00,1072
593135.396802153,4737638.51497932,2011/02/19 14:00:16+00,1072
593130.793878358,4737651.63638157,2011/02/19 14:10:16+00,1072
593130.142417067,4737642.93111074,2011/02/19 14:20:08+00,1072
593133.388608831,4737654.55913139,2011/02/19 14:30:16+00,1072
593139.569744137,4737663.90549947,2011/02/19 14:40:14+00,1072
593137.775667416,4737659.84957638,2011/02/19 14:50:10+00,1072
593130.757376247,4737644.03896745,2011/02/19 15:00:40+00,1072
593133.977246176,4737646.10384159,2011/02/19 15:10:09+00,1072
593110.166182995,4737669.51723075,2011/02/19 15:20:32+00,1072
593110.775044188,4737665.01616558,2011/02/19 15:30:23+00,1072
593112.059094915,4737664.4337407,2011/02/19 15:40:44+00,1072
593109.591779577,4737661.76817083,2011/02/19 15:50:37+00,1072
593115.506838395,4737670.22239652,2011/02/19 16:00:46+00,1072
593091.64077613,4737629.82763784,2011/02/19 16:11:04+00,1072
593105.893895924,4737650.26734509,2011/02/19 16:20:46+00,1072
593103.93143897,4737652.01791538,2011/02/19 16:30:47+00,1072
593094.425757546,4737613.80506642,2011/02/19 16:41:46+00,1072
593469.965377438,4737448.26333516,2011/02/19 16:51:00+00,1072
593390.088315282,4737775.63766712,2011/02/19 17:00:52+00,1072
593392.324332756,4737776.64532344,2011/02/19 17:10:27+00,1072
593372.944782352,4737786.90094139,2011/02/19 17:20:34+00,1072
593391.123058322,4737773.53031106,2011/02/19 17:30:52+00,1072
593395.022738287,4737774.31614692,2011/02/19 17:40:10+00,1072
593387.34753852,4737773.84571418,2011/02/19 17:50:16+00,1072
593391.254283134,4737771.08863029,2011/02/19 18:00:16+00,1072
593392.935260615,4737756.29515201,2011/02/19 18:10:15+00,1072
593392.042063812,4737775.74186517,2011/02/19 18:20:22+00,1072
593393.519802101,4737777.77217163,2011/02/19 18:30:50+00,1072
593392.704901917,4737780.56000795,2011/02/19 18:40:22+00,1072
593393.42462885,4737772.71736878,2011/02/19 18:50:41+00,1072
593395.181688922,4737782.51498823,2011/02/19 19:00:21+00,1072
593394.466049744,4737779.78417571,2011/02/19 19:10:18+00,1072
593396.646104904,4737780.09135843,2011/02/19 19:20:15+00,1072
593394.736410289,4737776.7335144,2011/02/19 19:30:11+00,1072
593391.681013751,4737780.65721166,2011/02/19 19:40:20+00,1072
593391.812449494,4737778.80418483,2011/02/19 19:50:17+00,1072
593397.550430181,4737790.03292572,2011/02/19 20:00:40+00,1072
593388.819369064,4737759.39370895,2011/02/19 20:10:52+00,1072
593390.405019059,4737783.06118022,2011/02/19 20:20:27+00,1072
593387.352295278,4737778.9326126,2011/02/19 20:30:40+00,1072
593391.400094832,4737773.61180822,2011/02/19 20:40:24+00,1072
593387.969232165,4737767.2012629,2011/02/19 20:50:15+00,1072
593376.764292364,4737788.77413108,2011/02/19 21:00:22+00,1072
593402.30926273,4737762.408545,2011/02/19 21:10:53+00,1072
593393.823419746,4737774.07777635,2011/02/19 21:20:52+00,1072
593396.975737556,4737765.41286346,2011/02/19 21:30:40+00,1072
593422.578123879,4737688.91282059,2011/02/19 21:40:52+00,1072
593390.145963554,4737781.04737382,2011/02/19 21:50:49+00,1072
593400.810546776,4737782.46902992,2011/02/19 22:00:14+00,1072
593413.675731274,4737779.05580126,2011/02/19 22:10:14+00,1072
593680.413354819,4738071.67908931,2011/02/19 22:20:44+00,1072
593727.050961995,4738051.66543131,2011/02/19 22:30:17+00,1072
593730.741033057,4738050.40499181,2011/02/19 22:40:25+00,1072
593899.557101938,4738305.1887698,2011/02/19 22:50:20+00,1072
593028.643010972,4739957.23759688,2011/02/20 01:21:03+00,1072
592817.923570727,4739761.48586535,2011/02/20 01:31:16+00,1072
592677.955457137,4739533.22748294,2011/02/20 01:40:43+00,1072
592914.904014777,4739314.00654577,2011/02/20 01:50:28+00,1072
593074.359202885,4739201.73670711,2011/02/20 02:00:36+00,1072
593078.827253232,4739180.96097456,2011/02/20 02:10:28+00,1072
593467.352945191,4739016.02965035,2011/02/20 02:20:57+00,1072
593587.86155553,4739024.05055996,2011/02/20 02:30:46+00,1072
593638.376566571,4738952.92072187,2011/02/20 02:40:23+00,1072
593918.719398639,4738137.2393587,2011/02/20 23:11:14+00,1072
593586.282975478,4738222.41782951,2011/02/20 23:20:59+00,1072
593340.716665215,4738163.25704983,2011/02/20 23:30:52+00,1072
593340.995862787,4738171.03546889,2011/02/20 23:40:18+00,1072
593327.94861303,4738172.84699463,2011/02/20 23:50:33+00,1072
593322.944013353,4738175.14498872,2011/02/21 00:00:52+00,1072
593318.703221984,4738174.79883653,2011/02/21 00:10:23+00,1072
593331.505331749,4738197.75175962,2011/02/21 00:20:13+00,1072
593326.691619144,4738175.06241816,2011/02/21 00:30:37+00,1072
593321.98054504,4738195.56814944,2011/02/21 00:40:33+00,1072
593322.377325976,4738172.89378203,2011/02/21 00:50:46+00,1072
593327.01996663,4738179.20963374,2011/02/21 01:00:50+00,1072
593325.935559983,4738176.52936937,2011/02/21 01:10:40+00,1072
593338.225520744,4738173.25262317,2011/02/21 01:20:38+00,1072
593337.863418458,4738164.95107076,2011/02/21 01:30:40+00,1072
593325.951443692,4738173.54190114,2011/02/21 01:40:25+00,1072
593331.547995565,4738174.65054794,2011/02/21 01:50:09+00,1072
593332.332414825,4738169.27444764,2011/02/21 02:00:22+00,1072
593334.98100811,4738157.31512977,2011/02/21 02:10:44+00,1072
593312.82004169,4738207.57264596,2011/02/21 02:20:21+00,1072
593324.2480003,4738180.33832182,2011/02/21 02:30:46+00,1072
593211.358166147,4738246.04013233,2011/02/21 02:40:25+00,1072
592806.567464776,4738283.35285245,2011/02/21 02:50:52+00,1072
592677.498318981,4738521.18667633,2011/02/21 03:00:16+00,1072
592453.284224462,4738668.33835759,2011/02/21 03:10:17+00,1072
592113.463574478,4738758.08571472,2011/02/21 03:20:15+00,1072
592114.910300729,4738757.54971092,2011/02/21 03:30:14+00,1072
591872.773401169,4738604.33635398,2011/02/21 03:40:21+00,1072
592222.550867246,4738730.62219852,2011/02/21 03:50:11+00,1072
592600.598862429,4738665.73902455,2011/02/21 04:00:25+00,1072
593045.849923913,4738609.35748611,2011/02/21 04:10:24+00,1072
593165.267897032,4738595.72035827,2011/02/21 04:20:22+00,1072
593165.863398616,4738595.83946963,2011/02/21 04:30:23+00,1072
593176.352540866,4738600.46826196,2011/02/21 04:40:41+00,1072
593178.350554201,4738556.11316757,2011/02/21 04:50:28+00,1072
593285.53926971,4738482.14823329,2011/02/21 05:00:53+00,1072
593636.979494414,4738931.12159475,2011/02/21 09:10:57+00,1072
593666.758443637,4739124.51537458,2011/02/21 09:20:27+00,1072
593394.071909704,4738940.86650804,2011/02/21 09:30:15+00,1072
595047.260277342,4737740.7401693,2011/02/22 00:01:29+00,1072
595180.683223854,4737721.49934119,2011/02/22 00:10:48+00,1072
594698.420417141,4737638.72556565,2011/02/22 00:20:19+00,1072
594575.436231131,4737568.46572644,2011/02/22 00:30:46+00,1072
594274.592645301,4737867.14882598,2011/02/22 00:41:08+00,1072
594257.087054309,4737871.88537929,2011/02/22 00:50:40+00,1072
594097.081984311,4737884.66145622,2011/02/22 01:00:21+00,1072
593987.196274043,4737867.04754329,2011/02/22 03:31:28+00,1072
593992.580442474,4737876.55045862,2011/02/22 03:41:45+00,1072
593977.960616439,4737872.44171391,2011/02/22 04:50:58+00,1072
593985.837200556,4737867.12898493,2011/02/22 05:00:09+00,1072
594353.984690075,4737969.40504867,2011/02/22 05:10:27+00,1072
594258.747584354,4737810.23274909,2011/02/22 05:20:26+00,1072
594178.007727284,4737392.9856346,2011/02/22 05:40:46+00,1072
594207.863786155,4737524.54068733,2011/02/22 05:50:46+00,1072
594235.906610236,4737521.64723952,2011/02/22 06:00:58+00,1072
594206.506223882,4737520.31272463,2011/02/22 06:10:43+00,1072
593988.274796757,4737874.94796382,2011/02/22 06:31:19+00,1072
593996.350594775,4737872.42573155,2011/02/22 07:01:40+00,1072
593851.030753155,4738864.95927051,2011/02/22 23:10:49+00,1072
594041.475091732,4739200.40994218,2011/02/22 23:20:27+00,1072
593931.235614561,4739444.43146123,2011/02/22 23:30:08+00,1072
593788.498163537,4739855.31232346,2011/02/22 23:40:25+00,1072
593631.896757844,4740192.33695501,2011/02/22 23:50:23+00,1072
593481.189560055,4740281.5660139,2011/02/23 00:00:23+00,1072
593364.206195105,4740112.71398646,2011/02/23 00:10:24+00,1072
593019.032541176,4740139.74563133,2011/02/23 00:20:25+00,1072
593302.028900473,4739966.60804812,2011/02/23 00:30:27+00,1072
592791.94422084,4739897.370092,2011/02/23 00:40:32+00,1072
